pet_id,pet_type,breed,age_years,weight_lbs,gender,county,is_urban,owner_age,household_type,annual_income,housing_type,is_registered,registration_date,is_vaccinated,last_vet_visit,acquisition_method,is_spayed_neutered,has_microchip,annual_vet_spending
MN_D002009,Dog,Cocker Spaniel,0.5,54.0,Female,Ramsey,True,34,Family with Children,48410,House,True,2023-09-15,True,2024-07-21,Shelter,True,True,599.24
MN_C002010,Cat,Abyssinian,6.0,4.3,Male,Washington,True,36,Family with Children,65443,Apartment,True,2023-12-07,True,2024-06-04,Shelter,True,True,499.73
MN_C002011,Cat,Abyssinian,6.1,9.0,Female,Hennepin,True,35,Family with Children,64147,House,False,,True,2024-09-28,Shelter,True,True,529.63
MN_C002012,Cat,Scottish Fold,1.8,15.1,Male,Anoka,True,51,Single,68527,House,True,2023-01-03,True,2023-08-20,Shelter,True,False,532.21
MN_D002013,Dog,Dachshund,1.9,33.5,Male,Anoka,True,56,Family with Children,45705,House,True,2023-04-01,True,2024-09-14,Shelter,True,True,994.85
MN_D002014,Dog,Chihuahua,1.5,5.6,Male,Dakota,True,40,Family with Children,91309,Apartment,True,2023-08-26,True,2024-11-07,Shelter,True,True,1096.01
MN_D002015,Dog,Mixed Breed,4.1,23.2,Male,Pipestone,False,43,Couple,29906,House,False,,True,2024-03-10,Breeder,True,False,704.35
MN_C002016,Cat,Siamese,5.1,10.5,Male,Dakota,True,27,Single,113494,Townhouse,True,2024-05-06,True,2024-02-28,Shelter,True,True,1165.35
MN_C002017,Cat,Maine Coon,9.2,9.6,Male,Anoka,True,47,Couple,87175,House,True,2023-03-12,True,2024-10-23,Shelter,True,True,1727.95
MN_D002018,Dog,German Shepherd,2.5,74.0,Male,Hennepin,True,34,Family with Children,33136,House,False,,False,2023-07-26,Friend/Family,False,True,360.77
MN_C002019,Cat,Domestic Shorthair,4.7,10.3,Female,Stearns,False,19,Couple,63695,House,False,,False,2023-03-25,Breeder,False,True,594.65
MN_D002020,Dog,German Shepherd,18.0,85.6,Female,Anoka,True,44,Family with Children,63502,House,True,2023-08-17,True,2024-04-25,Shelter,True,True,855.76
MN_C002021,Cat,Sphynx,2.9,9.4,Female,Stevens,False,25,Couple,64486,House,True,2024-02-21,True,2024-10-06,Shelter,False,False,605.48
MN_C002022,Cat,Norwegian Forest Cat,1.8,11.5,Male,Blue Earth,False,24,Single,85537,House,True,2023-04-02,True,2024-02-26,Friend/Family,True,True,1116.44
MN_D002023,Dog,Bulldog,4.5,35.0,Female,Aitkin,False,55,Couple,57729,Farmhouse,True,2024-04-18,True,2024-11-03,Shelter,True,False,1217.61
MN_D002024,Dog,Chihuahua,0.6,7.4,Female,Olmsted,False,32,Single,36197,House,False,,False,2024-04-04,Friend/Family,True,True,510.71
MN_D002025,Dog,Boxer,3.0,69.7,Male,Steele,False,62,Single,70034,House,True,2024-02-13,True,2023-08-03,Shelter,True,False,1013.57
MN_C002026,Cat,Persian,1.7,9.6,Female,Ramsey,True,61,Couple,90092,Townhouse,False,,True,2024-10-17,Breeder,True,False,1026.91
MN_D002027,Dog,Yorkshire Terrier,12.5,8.4,Female,Wright,False,60,Couple,60746,House,True,2024-10-17,True,2024-04-07,Friend/Family,True,False,609.5
MN_C002028,Cat,Mixed Breed,8.9,9.8,Female,Aitkin,False,65,Single,39340,Mobile Home,True,2023-06-14,True,2024-01-15,Shelter,True,True,644.41
MN_C002029,Cat,Norwegian Forest Cat,3.8,6.4,Male,Anoka,True,27,Couple,50032,House,True,2024-06-09,True,2023-10-06,Shelter,True,True,820.45
MN_D002030,Dog,Rottweiler,2.3,101.5,Female,Crow Wing,False,41,Single,28212,House,True,2024-11-04,True,2024-12-09,Shelter,False,True,695.8
MN_D002031,Dog,Poodle,7.0,80.2,Female,Wright,False,31,Couple,43671,House,False,,False,2024-11-05,Breeder,True,False,374.12
MN_D002032,Dog,Boxer,1.3,58.4,Female,Hennepin,True,38,Single,57189,House,True,2024-04-21,True,2024-11-18,Shelter,True,False,951.03
MN_C002033,Cat,Mixed Breed,1.9,11.6,Female,Sherburne,False,31,Family with Children,65112,House,True,2024-01-17,True,2023-07-23,Shelter,True,False,658.99
MN_C002034,Cat,Domestic Longhair,14.1,7.5,Female,Dakota,True,56,Couple,34019,Apartment,True,2023-05-24,True,2024-12-27,Shelter,True,True,351.68
MN_C002035,Cat,Ragdoll,7.7,9.0,Female,Hennepin,True,22,Single,47041,Apartment,True,2023-01-21,True,2024-11-07,Shelter,True,True,653.61
MN_D002036,Dog,Chihuahua,2.5,6.4,Female,Anoka,True,23,Couple,54326,House,True,2023-07-07,True,2024-08-07,Shelter,True,True,766.46
MN_C002037,Cat,Scottish Fold,8.4,7.3,Female,Goodhue,False,43,Family with Children,33948,House,True,2024-12-31,True,2023-08-03,Breeder,True,True,245.56
MN_D002038,Dog,Bulldog,3.8,37.2,Male,Ramsey,True,52,Couple,48468,Apartment,True,2023-02-16,False,2023-11-14,Breeder,True,True,592.52
MN_C002039,Cat,Siamese,0.6,10.5,Male,Chisago,False,53,Family with Children,53388,House,False,,False,2024-12-07,Breeder,True,False,817.14
MN_D002040,Dog,Boston Terrier,4.1,53.0,Female,Hennepin,True,56,Senior,147958,House,True,2023-06-06,True,2024-12-02,Shelter,False,False,2814.01
MN_D002041,Dog,Mixed Breed,11.0,59.5,Male,Hennepin,True,28,Single,65248,Apartment,True,2024-05-14,True,2024-08-07,Shelter,True,True,1488.11
MN_D002042,Dog,Boston Terrier,4.9,51.5,Female,Winona,False,24,Couple,69951,House,True,2024-08-19,True,2024-06-03,Breeder,True,False,1881.35
MN_C002043,Cat,Maine Coon,2.3,13.0,Male,Ramsey,True,68,Couple,94428,Apartment,True,2023-04-11,True,2024-10-01,Breeder,True,True,1307.5
MN_C002044,Cat,Bengal,12.3,10.6,Male,Stearns,False,47,Couple,33747,House,False,,False,2024-12-07,Shelter,True,True,359.03
MN_D002045,Dog,Poodle,0.7,30.1,Male,Wadena,False,73,Single,44373,House,True,2024-01-16,True,2023-12-26,Shelter,True,False,622.25
MN_D002046,Dog,Rottweiler,1.0,44.0,Male,Dakota,True,42,Couple,121581,Apartment,True,2023-07-01,True,2024-10-19,Shelter,False,True,1815.22
MN_C002047,Cat,Bengal,1.0,10.6,Male,Hennepin,True,41,Single,125608,Apartment,True,2023-07-15,True,2024-11-23,Shelter,True,True,1803.28
MN_D002048,Dog,Border Collie,0.5,61.6,Female,Hennepin,True,36,Family with Children,137250,House,True,2023-04-09,True,2023-10-26,Breeder,True,True,2162.89
MN_D002049,Dog,Beagle,10.0,37.3,Female,Ramsey,True,24,Senior,42697,House,True,2023-07-14,True,2024-10-15,Breeder,False,True,703.96
MN_D002050,Dog,Bulldog,1.3,54.1,Male,Stevens,False,47,Single,64113,House,False,,False,2024-07-01,Shelter,True,False,1141.67
MN_C002051,Cat,Bengal,3.1,9.4,Female,Washington,True,33,Single,72933,House,True,2023-01-01,True,2024-06-30,Shelter,True,True,1051.49
MN_C002052,Cat,Sphynx,3.7,8.3,Female,Washington,True,37,Couple,52468,Apartment,True,2024-10-30,True,2024-12-19,Breeder,False,True,565.57
MN_D002053,Dog,Labrador Retriever,5.5,64.8,Female,Anoka,True,18,Single,76309,House,False,,True,2024-12-09,Shelter,True,True,1666.95
MN_D002054,Dog,Shih Tzu,2.1,49.8,Female,Dakota,True,35,Couple,45707,House,True,2024-09-11,True,2024-11-21,Shelter,True,True,853.14
MN_D002055,Dog,Mixed Breed,2.1,56.9,Male,Koochiching,False,39,Family with Children,74573,Mobile Home,True,2023-03-22,True,2024-10-10,Breeder,False,False,1118.2
MN_C002056,Cat,Scottish Fold,1.4,9.5,Male,Anoka,True,33,Single,55654,Townhouse,True,2023-03-27,True,2024-12-26,Shelter,True,True,549.56
MN_D002057,Dog,Cocker Spaniel,1.9,53.4,Female,Washington,True,41,Couple,33961,House,True,2023-02-17,True,2024-08-18,Breeder,True,True,517.24
MN_C002058,Cat,Norwegian Forest Cat,5.7,5.4,Male,Lac qui Parle,False,56,Senior,41503,House,True,2024-05-12,True,2024-01-12,Breeder,False,False,345.3
MN_D002059,Dog,Boxer,12.7,40.6,Male,Saint Louis,False,22,Roommates,41986,Farmhouse,False,,True,2024-04-08,Breeder,True,False,585.03
MN_D002060,Dog,Australian Shepherd,1.7,59.2,Male,Saint Louis,False,60,Couple,50558,House,False,,True,2023-01-01,Friend/Family,True,True,694.1
MN_D002061,Dog,Pomeranian,9.2,13.4,Female,Carlton,False,47,Couple,55368,Farmhouse,True,2023-09-19,True,2024-05-21,Shelter,True,False,752.01
MN_D002062,Dog,Pomeranian,2.0,6.4,Male,Carver,False,57,Single,34671,House,False,,False,2023-08-01,Breeder,True,True,555.02
MN_D002063,Dog,Yorkshire Terrier,1.5,3.9,Female,Washington,True,42,Family with Children,42699,Apartment,False,,False,2024-12-19,Breeder,True,True,429.52
MN_C002064,Cat,Bengal,13.5,10.5,Female,Stearns,False,85,Family with Children,30513,House,True,2023-08-01,False,2024-09-27,Shelter,True,True,320.9
MN_C002065,Cat,Siamese,6.6,6.3,Male,Dakota,True,55,Couple,131387,House,True,2023-08-23,True,2024-08-24,Breeder,True,True,1978.7
MN_C002066,Cat,Siamese,2.6,12.4,Male,Hennepin,True,54,Single,61290,Apartment,True,2023-11-27,True,2024-06-02,Shelter,True,True,1315.81
MN_D002067,Dog,Labrador Retriever,9.3,17.8,Male,Hennepin,True,48,Roommates,58396,House,True,2024-08-20,True,2024-11-28,Shelter,True,True,717.94
MN_D002068,Dog,Cocker Spaniel,2.0,27.2,Female,Sherburne,False,52,Senior,32410,House,False,,True,2024-06-06,Shelter,True,True,624.34
MN_D002069,Dog,Australian Shepherd,2.8,21.5,Female,Hennepin,True,36,Roommates,74445,Townhouse,True,2024-09-05,True,2024-03-02,Friend/Family,True,True,1053.37
MN_C002070,Cat,Ragdoll,5.7,6.1,Female,Olmsted,False,25,Single,148338,House,True,2023-05-09,True,2024-11-30,Friend/Family,True,True,1907.54
MN_C002071,Cat,American Shorthair,2.2,13.1,Male,Pipestone,False,43,Senior,40320,House,False,,True,2023-12-01,Shelter,True,False,425.02
MN_D002072,Dog,Border Collie,3.7,42.1,Female,Ramsey,True,29,Single,28374,Apartment,True,2024-11-10,True,2024-12-03,Breeder,False,False,380.54
MN_C002073,Cat,Sphynx,2.9,12.7,Female,Dakota,True,60,Couple,39520,Apartment,True,2024-03-07,True,2023-09-12,Shelter,True,True,473.38
MN_C002074,Cat,Persian,6.6,4.0,Female,Hennepin,True,18,Roommates,40510,House,True,2024-08-30,True,2024-07-21,Breeder,False,True,408.64
MN_C002075,Cat,Birman,1.0,7.8,Male,Dakota,True,57,Couple,35366,Apartment,True,2023-04-16,True,2024-08-06,Shelter,True,True,455.28
MN_D002076,Dog,Boxer,2.9,54.2,Male,Dodge,False,46,Family with Children,66558,House,False,,True,2024-08-02,Breeder,True,False,862.1
MN_C002077,Cat,Persian,1.6,12.3,Female,Sherburne,False,36,Single,22149,House,True,2024-07-31,True,2023-09-11,Shelter,True,False,344.72
MN_D002078,Dog,Pomeranian,3.9,8.0,Female,Ramsey,True,38,Family with Children,90754,House,True,2023-09-15,True,2024-06-22,Breeder,True,False,1124.74
MN_C002079,Cat,Bengal,6.3,8.2,Male,Anoka,True,43,Family with Children,35955,Townhouse,True,2024-07-19,True,2024-10-28,Breeder,True,True,270.52
MN_C002080,Cat,American Shorthair,4.8,11.9,Male,Anoka,True,59,Single,52468,House,True,2023-11-30,True,2024-04-10,Friend/Family,True,True,698.62
MN_C002081,Cat,American Shorthair,5.6,15.7,Male,Anoka,True,43,Roommates,60093,Apartment,True,2024-05-26,True,2024-07-25,Friend/Family,True,True,774.93
MN_C002082,Cat,Ragdoll,1.7,14.4,Male,Crow Wing,False,30,Couple,60524,House,False,,True,2024-08-17,Breeder,True,False,529.43
MN_C002083,Cat,Ragdoll,5.2,10.9,Female,Dakota,True,76,Couple,42637,House,True,2023-04-17,True,2024-07-16,Friend/Family,True,True,487.22
MN_C002084,Cat,Birman,1.1,10.1,Male,Stearns,False,20,Single,77092,House,False,,True,2024-07-01,Shelter,True,False,908.16
MN_C002085,Cat,Mixed Breed,6.6,5.3,Male,McLeod,False,46,Couple,51703,House,True,2024-01-30,True,2024-04-15,Shelter,True,False,527.63
MN_D002086,Dog,Great Dane,7.1,90.7,Female,Wabasha,False,69,Couple,77837,House,True,2024-03-03,True,2024-12-10,Shelter,True,False,1099.46
MN_C002087,Cat,Ragdoll,2.2,6.7,Male,Scott,False,31,Couple,36463,House,False,,False,2024-09-13,Shelter,True,True,693.24
MN_D002088,Dog,Yorkshire Terrier,4.8,4.1,Male,Red Lake,False,53,Single,32041,House,True,2023-01-28,True,2024-10-28,Friend/Family,True,False,499.37
MN_D002089,Dog,Golden Retriever,1.4,49.3,Male,Ramsey,True,73,Single,50926,House,True,2023-12-20,True,2024-12-20,Shelter,True,True,668.99
MN_D002090,Dog,Golden Retriever,1.9,89.6,Male,Hennepin,True,49,Couple,60233,House,True,2024-08-19,True,2024-09-08,Friend/Family,True,False,1269.47
MN_D002091,Dog,Mixed Breed,2.8,63.3,Male,Red Lake,False,19,Family with Children,20000,House,False,,True,2024-12-15,Breeder,True,False,499.29
MN_C002092,Cat,Bengal,0.7,13.1,Female,Ramsey,True,55,Roommates,59110,House,False,,True,2024-06-08,Shelter,True,False,1214.12
MN_D002093,Dog,Pomeranian,2.7,4.4,Male,Washington,True,61,Senior,33516,House,True,2023-03-30,True,2024-11-10,Breeder,True,True,426.67
MN_C002094,Cat,Norwegian Forest Cat,4.5,9.0,Male,Blue Earth,False,53,Couple,41365,Farmhouse,True,2024-04-14,False,2023-10-27,Breeder,False,False,421.28
MN_C002095,Cat,Abyssinian,12.3,9.5,Female,Hennepin,True,18,Roommates,101318,House,False,,True,2024-08-26,Shelter,False,False,1095.36
MN_D002096,Dog,Beagle,18.0,53.6,Female,Hennepin,True,38,Couple,56525,House,True,2023-07-18,True,2023-10-06,Shelter,True,False,789.07
MN_C002097,Cat,Scottish Fold,1.2,8.2,Male,Benton,False,43,Couple,20000,Farmhouse,True,2024-07-17,True,,Shelter,True,True,193.05
MN_D002098,Dog,Siberian Husky,3.0,69.2,Female,Hennepin,True,57,Single,145449,House,False,,True,2024-09-19,Shelter,False,False,3641.81
MN_C002099,Cat,Birman,1.1,8.7,Male,Benton,False,41,Family with Children,51106,House,True,2023-01-23,True,2024-12-07,Friend/Family,True,False,792.31
MN_D002100,Dog,Great Dane,0.6,73.3,Female,Ramsey,True,41,Family with Children,99186,House,True,2023-09-15,True,2024-11-26,Shelter,True,True,1292.51
MN_D002101,Dog,Shih Tzu,2.0,54.2,Female,Cass,False,54,Family with Children,77012,House,True,2023-10-12,True,2024-11-17,Shelter,True,True,944.62
MN_C002102,Cat,American Shorthair,1.6,15.8,Male,Hennepin,True,40,Roommates,64300,Apartment,True,2024-06-30,True,2024-01-30,Shelter,True,True,1075.81
MN_D002103,Dog,Rottweiler,7.0,78.2,Male,Stearns,False,30,Senior,27624,House,False,,True,2024-06-03,Friend/Family,True,False,428.09
MN_D002104,Dog,Chihuahua,5.3,3.0,Male,Dakota,True,51,Couple,119331,House,True,2024-09-14,True,2024-12-30,Friend/Family,True,True,2872.91
MN_C002105,Cat,Scottish Fold,2.9,5.3,Female,Hennepin,True,59,Family with Children,35986,House,True,2023-10-29,True,2024-10-16,Breeder,True,True,363.9
MN_C002106,Cat,Siamese,6.3,11.7,Female,Wabasha,False,35,Family with Children,29558,Mobile Home,True,2024-01-12,True,2024-09-28,Shelter,True,True,190.0
MN_D002107,Dog,Mixed Breed,4.5,35.7,Female,Saint Louis,False,38,Couple,27629,House,False,,True,2024-09-21,Friend/Family,False,True,191.61
MN_D002108,Dog,Golden Retriever,1.5,42.6,Female,Hennepin,True,60,Senior,80191,Apartment,True,2024-12-17,True,2024-10-14,Friend/Family,True,False,1474.77
MN_D002109,Dog,Yorkshire Terrier,0.7,11.6,Female,Stearns,False,34,Single,29161,House,True,2024-11-17,True,2024-09-29,Shelter,True,False,515.44
MN_C002110,Cat,Domestic Shorthair,3.0,6.2,Male,Saint Louis,False,23,Single,47496,House,True,2023-11-20,True,2024-10-09,Shelter,True,False,579.28
MN_D002111,Dog,Cocker Spaniel,1.7,30.2,Female,Ramsey,True,60,Couple,93181,Apartment,False,,True,2024-06-18,Breeder,False,True,1468.68
MN_C002112,Cat,Norwegian Forest Cat,2.3,12.8,Female,Rice,False,32,Family with Children,46014,Farmhouse,True,2024-11-22,True,2024-10-16,Shelter,True,True,418.56
MN_D002113,Dog,Labrador Retriever,0.5,65.2,Male,Wright,False,35,Single,25900,Mobile Home,False,,True,2024-05-29,Shelter,True,True,310.25
MN_D002114,Dog,Boston Terrier,2.6,21.8,Male,Ramsey,True,48,Family with Children,22110,Townhouse,True,2024-03-01,True,2024-05-30,Friend/Family,False,True,378.44
MN_D002115,Dog,Mixed Breed,7.8,36.5,Male,Ramsey,True,29,Couple,59948,House,True,2024-05-03,True,2024-04-14,Friend/Family,True,True,1034.34
MN_C002116,Cat,Maine Coon,8.5,4.9,Male,Ramsey,True,38,Couple,159420,Apartment,False,,True,2023-01-01,Breeder,False,False,1887.23
MN_D002117,Dog,Australian Shepherd,3.4,61.5,Female,Ramsey,True,38,Roommates,31516,Apartment,True,2024-10-03,True,2024-07-24,Friend/Family,False,True,385.55
MN_C002118,Cat,Siamese,4.1,12.4,Male,Hennepin,True,28,Couple,68430,House,True,2024-03-23,True,2024-09-23,Breeder,True,True,885.91
MN_C002119,Cat,Ragdoll,1.9,12.1,Male,Ramsey,True,51,Single,48211,Apartment,True,2023-01-01,True,2024-09-08,Shelter,True,True,542.11
MN_D002120,Dog,German Shepherd,4.5,61.9,Female,Winona,False,45,Single,41908,House,True,2024-12-16,True,2024-06-26,Breeder,False,False,475.73
MN_D002121,Dog,Golden Retriever,2.8,3.0,Male,Morrison,False,30,Single,34505,House,False,,True,2024-02-09,Shelter,True,False,355.25
MN_C002122,Cat,Domestic Longhair,2.8,13.7,Female,Hennepin,True,24,Single,127197,House,True,2024-08-18,True,2024-10-24,Shelter,True,False,1584.61
MN_D002123,Dog,Australian Shepherd,9.3,30.8,Male,Ramsey,True,48,Couple,58375,House,True,2024-06-19,True,2023-01-01,Friend/Family,True,False,819.48
MN_D002124,Dog,Bulldog,9.2,93.1,Female,Washington,True,18,Senior,33280,Townhouse,True,2024-07-09,True,2024-05-15,Shelter,True,True,388.49
MN_C002125,Cat,American Shorthair,11.0,12.5,Female,Ramsey,True,42,Family with Children,49811,House,True,2023-02-02,True,2024-12-04,Breeder,False,True,535.5
MN_C002126,Cat,Sphynx,1.3,5.0,Female,Dakota,True,47,Couple,52490,House,True,2023-11-14,True,2024-12-29,Shelter,True,True,773.06
MN_D002127,Dog,Boxer,1.1,53.4,Male,Hennepin,True,50,Family with Children,88472,House,False,,True,2024-11-09,Shelter,True,True,1595.19
MN_D002128,Dog,Shih Tzu,2.7,27.2,Female,Roseau,False,39,Family with Children,22263,House,True,2023-10-09,True,2024-05-31,Breeder,True,False,340.02
MN_D002129,Dog,Golden Retriever,6.5,60.8,Male,Dakota,True,27,Couple,57702,House,True,2023-03-13,True,2024-11-11,Breeder,True,True,926.81
MN_D002130,Dog,Boxer,3.5,54.1,Male,Dakota,True,58,Family with Children,62233,Townhouse,True,2024-06-18,True,2024-11-02,Shelter,True,True,741.66
MN_C002131,Cat,Russian Blue,4.9,8.8,Male,Hennepin,True,53,Single,86056,Apartment,True,2023-10-12,True,2024-10-30,Breeder,True,True,1911.56
MN_D002132,Dog,Boxer,0.6,31.0,Male,Hennepin,True,18,Single,65383,Apartment,True,2024-03-13,True,2024-10-23,Breeder,True,True,797.12
MN_D002133,Dog,Bulldog,4.4,61.1,Male,Hennepin,True,75,Family with Children,30896,Apartment,True,2023-08-18,True,2024-09-30,Friend/Family,True,False,438.64
MN_D002134,Dog,Boxer,4.0,86.6,Male,Dakota,True,38,Couple,113113,Townhouse,False,,True,2024-01-18,Shelter,True,False,2052.81
MN_D002135,Dog,Australian Shepherd,6.7,73.5,Female,Mower,False,39,Family with Children,26845,House,True,2024-10-01,True,2024-01-06,Breeder,True,False,345.95
MN_D002136,Dog,Great Dane,1.2,76.8,Female,Benton,False,37,Single,43192,House,True,2023-06-21,True,2024-03-18,Shelter,True,False,574.89
MN_C002137,Cat,Russian Blue,3.1,12.0,Male,Ramsey,True,42,Roommates,44195,House,True,2023-08-15,True,2024-04-26,Breeder,False,True,379.78
MN_C002138,Cat,Birman,2.8,9.6,Male,Blue Earth,False,27,Single,79642,House,True,2023-07-19,True,2024-11-05,Shelter,True,True,716.18
MN_C002139,Cat,British Shorthair,1.6,14.3,Female,Hennepin,True,34,Family with Children,56548,House,True,2024-10-25,True,2024-09-21,Friend/Family,True,True,477.6
MN_C002140,Cat,Birman,1.9,4.0,Male,Winona,False,31,Roommates,29370,Farmhouse,False,,True,2024-05-11,Shelter,True,False,610.82
MN_C002141,Cat,Domestic Longhair,10.5,9.6,Female,Anoka,True,32,Couple,79959,Townhouse,True,2024-02-10,True,2024-09-27,Shelter,True,True,834.47
MN_C002142,Cat,Sphynx,0.9,9.7,Male,Ramsey,True,34,Couple,57492,Apartment,True,2024-04-20,True,2024-01-23,Shelter,True,True,834.82
MN_D002143,Dog,Labrador Retriever,4.5,24.1,Female,Anoka,True,53,Family with Children,58171,House,True,2023-10-23,True,2024-04-22,Shelter,True,True,763.69
MN_D002144,Dog,Australian Shepherd,1.7,44.9,Female,Rice,False,35,Couple,48088,Mobile Home,False,,False,2024-06-29,Shelter,True,True,546.35
MN_D002145,Dog,Siberian Husky,1.8,39.7,Female,Carver,False,32,Couple,66337,Farmhouse,True,2024-02-21,True,2024-07-08,Shelter,True,False,1466.58
MN_D002146,Dog,Rottweiler,2.9,58.8,Female,Hennepin,True,37,Couple,33316,House,True,2024-01-10,True,2024-12-31,Shelter,True,True,455.33
MN_C002147,Cat,Norwegian Forest Cat,2.1,12.1,Female,Carver,False,26,Senior,119507,Farmhouse,True,2023-02-15,True,2024-11-24,Breeder,True,False,1613.77
MN_D002148,Dog,Pomeranian,11.4,8.4,Female,Wright,False,56,Couple,51615,House,True,2024-12-25,True,2023-08-26,Shelter,True,False,613.08
MN_C002149,Cat,Siamese,2.7,5.3,Female,Kandiyohi,False,55,Senior,27438,House,False,,True,2024-09-14,Shelter,True,False,293.92
MN_D002150,Dog,Yorkshire Terrier,4.8,3.0,Male,Hennepin,True,69,Couple,87555,House,True,2023-01-13,True,2024-12-01,Friend/Family,True,False,1150.74
MN_C002151,Cat,Siamese,9.0,5.2,Male,Washington,True,59,Single,28320,Apartment,True,2023-01-14,True,2024-01-12,Breeder,True,True,562.05
MN_D002152,Dog,Rottweiler,0.7,77.9,Female,Todd,False,82,Single,50839,House,False,,True,2024-09-12,Breeder,True,True,737.43
MN_C002153,Cat,Bengal,2.1,10.5,Male,Blue Earth,False,42,Couple,62509,Farmhouse,True,2023-09-12,True,2024-12-24,Shelter,True,False,722.46
MN_C002154,Cat,Norwegian Forest Cat,4.7,7.7,Male,Anoka,True,41,Senior,52141,House,True,2024-11-05,True,2024-11-01,Friend/Family,True,True,519.74
MN_D002155,Dog,Cocker Spaniel,2.2,12.0,Female,Hennepin,True,47,Family with Children,62771,House,False,,True,2024-10-31,Breeder,True,False,763.5
MN_C002156,Cat,Abyssinian,7.9,12.9,Female,Saint Louis,False,44,Family with Children,41970,Mobile Home,True,2023-06-10,True,2024-11-16,Friend/Family,True,False,695.59
MN_C002157,Cat,Domestic Shorthair,5.7,5.5,Male,Carver,False,39,Family with Children,65851,House,True,2023-01-03,False,2024-01-01,Shelter,True,False,1266.67
MN_C002158,Cat,Birman,7.3,14.7,Male,Hennepin,True,53,Single,31083,House,True,2023-10-06,True,2024-06-13,Shelter,True,True,651.62
MN_C002159,Cat,Sphynx,0.8,9.0,Female,Ramsey,True,23,Single,121227,Apartment,True,2023-12-11,True,2024-09-13,Breeder,False,True,1280.22
MN_C002160,Cat,Scottish Fold,18.3,7.4,Male,Wright,False,43,Family with Children,40372,House,True,2024-09-10,True,2024-11-26,Shelter,True,False,263.81
MN_C002161,Cat,Sphynx,0.8,10.3,Male,Washington,True,38,Family with Children,39695,Apartment,True,2023-08-17,True,2024-10-24,Friend/Family,True,True,770.1
MN_D002162,Dog,Shih Tzu,5.8,55.6,Male,Hennepin,True,18,Single,75418,House,True,2024-09-22,True,2024-12-15,Friend/Family,True,True,1180.29
MN_D002163,Dog,Border Collie,0.7,55.5,Male,Benton,False,35,Family with Children,44389,Farmhouse,True,2024-04-16,True,2023-09-14,Shelter,True,True,1116.71
MN_D002164,Dog,Shih Tzu,1.4,5.3,Female,Lincoln,False,53,Couple,20000,House,False,,True,2024-04-24,Friend/Family,True,False,322.38
MN_C002165,Cat,Maine Coon,7.7,14.7,Female,Anoka,True,81,Couple,64987,House,True,2023-06-05,True,2024-02-04,Breeder,True,True,813.1
MN_D002166,Dog,Rottweiler,5.2,74.1,Female,Hennepin,True,37,Senior,87673,House,False,,True,2024-11-05,Shelter,True,False,1234.65
MN_C002167,Cat,Abyssinian,10.7,9.7,Female,Dakota,True,22,Single,50972,Townhouse,True,2023-01-08,True,2024-04-22,Shelter,False,True,1151.44
MN_D002168,Dog,Border Collie,4.0,38.8,Female,Dakota,True,32,Couple,71374,Apartment,False,,False,2023-01-07,Shelter,True,False,868.03
MN_D002169,Dog,Mixed Breed,7.6,36.5,Female,Olmsted,False,55,Single,30830,Farmhouse,False,,True,2023-10-23,Shelter,True,True,448.19
MN_D002170,Dog,Chihuahua,2.6,7.1,Male,Hennepin,True,38,Couple,33218,Apartment,False,,False,2024-08-24,Shelter,True,True,795.03
MN_D002171,Dog,Chihuahua,1.2,7.6,Male,Scott,False,42,Single,53870,House,True,2023-04-17,True,2024-08-22,Friend/Family,True,False,1718.33
MN_D002172,Dog,Dachshund,0.6,36.9,Male,Anoka,True,26,Couple,104588,House,True,2024-06-07,True,2024-11-23,Shelter,True,True,1778.82
MN_C002173,Cat,Mixed Breed,10.7,10.2,Male,Stearns,False,27,Single,122348,Mobile Home,True,2023-11-29,True,2024-10-28,Breeder,True,True,1969.89
MN_D002174,Dog,German Shepherd,0.6,76.1,Male,Hennepin,True,65,Single,37543,House,True,2024-01-07,True,2024-03-01,Breeder,True,True,821.86
MN_D002175,Dog,Boston Terrier,1.0,108.2,Male,Saint Louis,False,51,Family with Children,22033,Farmhouse,True,2023-01-14,True,2023-05-22,Shelter,False,False,590.08
MN_C002176,Cat,Siamese,8.3,14.6,Male,Anoka,True,18,Family with Children,50613,Apartment,True,2024-01-23,True,2023-10-05,Breeder,True,True,912.21
MN_D002177,Dog,Australian Shepherd,1.5,60.2,Male,Hennepin,True,30,Family with Children,60459,Apartment,True,2023-09-28,True,2024-09-06,Breeder,True,True,1212.0
MN_C002178,Cat,American Shorthair,6.6,15.9,Male,Ramsey,True,30,Couple,109539,Apartment,True,2024-05-06,True,2024-11-14,Shelter,True,True,1995.37
MN_C002179,Cat,Siamese,14.4,6.0,Male,Kittson,False,39,Couple,87909,House,True,2024-08-23,False,2024-08-14,Shelter,True,True,984.84
MN_C002180,Cat,Persian,0.7,10.4,Female,Wabasha,False,36,Family with Children,20000,House,True,2024-01-19,True,2024-11-18,Shelter,True,False,172.1
MN_C002181,Cat,Siamese,0.6,14.0,Male,Ramsey,True,32,Family with Children,59772,House,True,2024-07-05,True,2024-06-12,Shelter,True,False,816.28
MN_D002182,Dog,Australian Shepherd,4.6,33.5,Male,Scott,False,47,Family with Children,45435,Farmhouse,True,2023-03-09,True,2023-10-18,Breeder,True,False,1052.94
